,c1,t1,c2,c3,c4,c5,c6,t2,t3,t4,t5,t6
Gm13562,4,3.21188,2,3,4.43853,5.67155,4,8.29912,2,9,6.44381,0
Gm13563,13.25817,23.69049,14.7082,28.98787,11.16325,8.81321,21.35367,25.29776,12.1677,17.59183,11.22835,15.85485
Gm13564,0,0,0,0,0,0,0,0,0,0,0,0
Gm13565,0,0,2,0,2,1,5,0,0,0,0,0
Gm13566,0,0,0,0,0,0,0,0,0,0,0,0
Gm13567,0,1,0,0,0,1,0,0,0,0,3,0
Gm13568,0,2.74524,0,3.70875,19.3708,11.4898,0,0,1.55412,0,7.92522,10.5488
Gm13569,0,1.16036,0,1,0,0,1.19429,0,0,0,0,0
Gm13570,1,0,0,0,0,1,0,0,0,0,1,1
Gm13571,0,0,1,1,0,2,1,2.00718,1,1,0,0
Gm13572,6,3,3,1,1,1,5,4,1,2,2,3
Gm13574,0,0,0,0,0,0,0,0,0,0,0,0
Gm13575,0,0,0,0,0,0,0,0,0,0,0,0
Gm13576,0,0,0,0,0,0,0,0,0,0,0,0
Gm13577,1.17273,0,1.24129,2.89204,0,0,0,0,0,0,0,1.34077
Gm13578,0,0,0,0,0,0,0,0,0,0,0,0
Gm13579,0,0,0,0,0,0,0,0,0,0,0,0
Gm13580,0,3,2,0,3,1,1,2,4,0,9,4
Gm13581,0,0,0,0,0,0,0,0,0,0,0,0
Gm13582,0,0,0,0,0,0,0,0,0,0,0,0
Gm13583,0,1,0,0,0,0,1,1,0,1,0,0
Gm13584,0,0,0,0,0,0,0,0,0,0,0,0
Gm13586,0,1.0515,2.06924,0,0,0,0,1.06133,1.04557,1.04,4.27923,1.063
Gm13588,0,0,0,0,0,0,0,0,0,0,0,0
Gm13589,13.7212,10.5607,21.6329,18.9707,20.8283,12.6324,11.8905,11.4774,15.476,17.8439,15.2662,18.6487
Gm13590,0,0,0,1,0,0,0,0,0,0,0,0
Gm13592,0,9.64711e-06,0,0,0,0,0,9.39567e-05,0,0,0,0
Gm13593,0,0,0,0,0,0,0,1,0,0,0,0
Gm13594,10,17,10,9,9,5,14,18.99997,9,12,16,10
Gm13595,1,0,0,0,0,0,0,0,0,0,0,0
Gm13596,0,2,0,1,1,0,1,2,2,1,2,0
Gm13597,4.81794,23.9439,0,0,14.5155,0,31.6278,7.84881,21.5341,0,40.8899,48.1828
Gm13598,0,0,0,0,0,0,0,0,0,0,0,0
Gm13599,0,0,0,0,0,0,0,0,0,0,0,0
Gm136,0,0,0,0,0,0,0,1,0,0,0,0
Gm13600,0,0,0,0,0,0,0,0,0,0,0,0
Gm13601,0,0,0,0,0,0,0,0,0,0,0,0
Gm13602,0,0,0,0,0,0,0,0,0,0,0,0
Gm13603,0,0,0,0,0,0,0,0,0,0,0,0
Gm13604,0,0,0,1.00052,0,0,0,0,0,2.00143,0,1.0015
Gm13605,0,0,0,0,0,0,0,0,0,0,0,0
Gm13607,0,0,0,0,0,0,0,0,0,0,0,0
Gm13608,0,0,1,0,0,0,0,0,0,0,0,0
Gm13609,0,0,0,0,0,0,0,0,0,0,0,1.0507
Gm13610,0,2.36944,4.70349,3.23757,9.18566,0,2.95616,0,2.1663,4.59637,14.0715,15.1506
Gm13611,0,0,0,0,0,0,1.23627,0,0,0,0,0
Gm13612,1,0,0,0,1.00378,0,0,0,1.00308,0,0,0
Gm13613,5,2.3754,6.08656,2.39054,5.3115,4.90686,6.78845,8.68312,3.28779,2.88381,7.52203,1.42306
Gm13614,0,0,0,0,0,0,0,0,0,0,0,0
Gm13615,0,2.37921,0,4.24658,2.13219,2.12836,1.25757,1,1,2,0,3
Gm13616,0,0,0,0,0,0,0,0,0,0,0,0
Gm13617,0,0,0,0,0,0,0,0,0,0,0,0
Gm13618,0,0,0,0,0,0,0,0,0,0,0,0
Gm13619,0,1.03143,2,0,0,0,0,0,0,0,1.7969,0
Gm13620,3.49832,4.01274,1,0,1,0,7.31994,0,1,1,1,1.5172
Gm13622,3.00133,2,0,3.00095,2.00091,0,2.00092,4.00171,2,0,1.00057,0
Gm13623,0,1.00219,0,1.00332,0,0,0,0,1.00232,1.00301,0,0
Gm13624,0,0,1.0011,0,0.465822,0,0,1.00057,0,2.0039,0,0
Gm13625,0,0,0,3.41019,3.76726,3.05993,0,3.90307,0,0,0,0
Gm13626,1,1,0,0,0,0,0,0,0,0,0,0
Gm13627,0,0,0,0,0,0,0,0,0,0,0,0
Gm13629,1.0372633,0,2,1.0854109,4,2,1.27854075,1.0000002,0,1.00000011,1,1.6878257
Gm13630,0,0,0,0,0,0,0,0,0,0,0,0
Gm13631,1,0,0,0,0,0,1,0,0,1,0,0
Gm13632,0,0,2.19307,0,0,2.14585,0,2.04778,0,0,0,1.12136
Gm13633,0,0,0,0,0,0,0,0,0,0,0,0
Gm13640,0,0,0,0,0,0,0,0,0,0,0,0
Gm13641,0,0,0,0,0,0,0,0,0,0,1.00178,0
Gm13642,0,0,0,2.58928,0,0,1.35873,0,0,0,0,0
Gm13645,0,0,0,0,1,1,0,0,0,0,0,0
Gm13647,8,5,15,19,11,2,3,6,4,7,7,8
Gm13648,343,451,348,508,342,265,306,327,298,359,372,333
Gm13649,0,0,0,0,0,1,0,0,0,0,0,0
Gm13650,1,0,0,0,0,0,0,0,0,0,0,0
Gm13651,0,0,0,0,0,0,0,0,0,0,1.0768,0
Gm13652,15,16,9,9,10,7,13,16,6,11,6,4
Gm13653,0,0,1.20692,2.52277,1.21792,1.21802,0,0,1.25965,1.22681,2.5039,1.22289
Gm13655,2,2,2,5,2,3,0,3,3,4,2,4
Gm13656,0,0,0,0,0,0,0,0,0,0,0,0
Gm13657,23.00296,33.14107,65.61808,62.77963,52.99999,31.00003,27.00005,46.96,61.99996,55.00674,50.00439,69.0089
Gm13658,0,0,0,0,0,0,0,0,0,0,0,0
Gm13660,0,0,0,0,0,0,0,0,0,0,0,0
Gm13661,0,0,0,0,0,0,0,0,0,0,0,0
Gm13662,0,0,1,0,0,0,0,0,0,0,0,0
Gm13663,3,5,12,12,5,3,7,6,12,5,16.00002,7
Gm13664,0,0,0,0,0,0,0,0,1,0,0,0
Gm13665,0,0,0,0,0,1.0002,0,0,0,0,0,0
Gm13666,0,0,0,3.00052,0,0,0,0,0,0,0,0.200715
Gm13667,0,0,1,0,0,0,0,0,0,0.778782,0,2
Gm13668,0,0,0,0,0,0,0,0,1.00002,0,1.00005,1.00004
Gm13669,1.01928,1.02727,0,2.07975,0,0,0,0,1.01488,1.02968,1.3337,1.02751
Gm13670,0,0,0,0,0,0,0,0,0,0,0,0
Gm13672,0,0,0,0,0,0,0,0,0,0,0,0
Gm13673,0,0,0,0,0,0,0,0,0,0,0,0
Gm13674,0,0,0,0,0,0,0,0,0,0,0,0
Gm13675,0,0,0,1.00179,0,0,0,0,0,0,0,1
Gm13676,0,0,0,0,0,0,0,0,0,0,0,0
Gm13677,0,0,0,0,0,0,0,0,0,0,0,0
Gm13678,0,0,0,0,0,0,0,0,0,0,0,0
Gm13679,0,0,0,0,0,1.00032,0,0,0,0,0,0
Gm13680,1.03388,2.09665,3.09887,1.04514,1.03429,2.07259,5.19997,0,1.04409,1.04031,2.77954,0
Gm13681,0,0,0,0,0,0,0,0,0,0,0,0
Gm13682,0,0,0,0,0,0,0,0,0,0,0,0
Gm13683,0,0,0,0,1.64723,0,0,0,0,0,0,0
Gm13684,2.33176,6.43684,7.14816,5.33348,3.04147,5.00059,4.54551,4.39088,8.2526,7.26466,1.00211,2.0205
Gm13685,0,0,0,0,0,0,0,0,0,0,0,0
Gm13686,0,0,0,0,0,0,0,0,0,0,0,0
Gm13687,1,1,0,0,1,0,1,0,0,0,0,0
Gm13688,0,1,1.00049,1,1,0,0,0,0,0,1.00011,0
Gm13689,4,7,5,16,12,6,6,3,4,9,11,12
Gm13690,1.10083,1.05145,1.06951,0,2.21459,0,1.13579,2.09801,1.04422,1.24323,1.0805,0
Gm13691,0,0,0,0,0,0,0,0,0,0,0,0
Gm13692,0,0,0,0,0,0,0,0,0,0,0,0
Gm13693,0,0,0,0,0,0,0,0,0,0,0,0
Gm13694,0,0,0,0,0,0,0,0,0,0,0,0
Gm13695,0,0,0,0,0,0,0,0,0,0,0,0
Gm13696,0,0,0,0,0,0,0,0,0,0,0,0
Gm13697,0,0,0,0,0,0,0,0,0,0,0,0
Gm13698,0,0,0,0,0,0,0,0,0,0,0,0
Gm13700,0,0,0,0,0,0,0,0,0,0,0,0
Gm13702,0,0,0,0,0,0,0,0,0,0,0,0
Gm13703,1,1,1,0,0,0,0,0,0,0,0,0
Gm13707,0,0,0,0,0,0,0,1,1,0,1,1
Gm13708,0,0,0,0,0,0,0,0,0,0,0,0
Gm13709,0,0,0,0,0,1.03868,0,0,0,0,1.01162,0
Gm13710,16,20.00004,41,12,30,18,27.00005,34,20.00005,35,25,39
Gm13711,0,0,0,0,0,0,0,0,0,0,0,0
Gm13712,0,0,0,0,0,0,0,0,0,1,1,0
Gm13714,0,0,0,0,0,0,0,0,0,0,0,0
Gm13715,0,0,0,0,0,0,0,0,0,0,0,0
Gm13716,0,0,0,0,0,0,0,0,0,0,0,0
Gm13717,0,1,0,1,0,1,1,1.00028,1,2,1,2
Gm13719,0,0,0,0,1.00079,0,0,0,0,0,0,0
Gm13720,0,0,0,0,0,0,0,0,0,0,0,0
Gm13722,13.2744,18.6835,16.8592,17.9292,18.2129,23.8832,17.9533,24.6866,11.6221,17.3214,12.3069,25.5542
Gm13724,0,0,0,0,0,0,0,0,0,0,0,0
Gm13725,0,0,0,0,0,0,0,0,0,0,0,0
Gm13726,0,0,0,0,0,0,0,0,0,0,0,0
Gm13727,0,0,0,0,0,0,0,0,0,0,1,0
Gm13728,0,0,0,0,0,0,0,0,0,0,0,0
Gm13729,0,0,0,0,0,0,0,0,0,0,0,0
Gm13730,0,0,0,0,0,0,0,0,0,0,0,0
Gm13731,0,0,0,0,0,0,0,0,0,0,0,0
Gm13732,0,0,0,0,0,0,0,0,0,0,0,0
Gm13733,0,0,0,0,0,0,0,0,0,0,0,0
Gm13735,0,0,0,0,0,0,0,0,0,0,0,0
Gm13736,55.491,75.2674,63.9538,144.482,61.664,103.633,85.3244,73.74,80.6161,84.0689,115.311,60.4713
Gm13737,0,0,0,0,0,0,0,0,0,0,0,0
Gm13738,0,0,0,0,0,0,0,0,0,0,0,0
Gm13739,0,0,0,0,0,0,0,0,0,0,0,0
Gm13740,0,0,0,0,0,0,1.0279,0,0,0,1.04373,2.08618
Gm13742,0,0,0,0,0,0,0,0,0,0,0,0
Gm13743,0,0,0,0,0,0,0,0,0,0,0,0
Gm13744,0,0,0,0,0,1,0,0,0,0,0,0
Gm13745,0,0,0,0,0,0,0,0,0,0,0.3675,0
Gm13746,0,0,0,0,0,0,0,0,0,0,0,0
Gm13748,0,0,0,0,0,0,0,0,0,0,0,0
Gm13749,0,0,0,0,0,0,0,0,0,0,0,0
Gm13750,0,0,1.00114,1.00072,0,0,0,0,0,0,0,0
Gm13751,0,0,0,0,0,0,0,0,0,0,0,0
Gm13752,0,0,0,2,0,0,0,1,0,0,0,0
Gm13754,0,0,0,0,0,0,0,0,0,0,0,0
Gm13755,0,0,0,0,0,0,0,0,0,0,0,0
Gm13756,0,0,0,0,0,0,0,0,0,0,0,0
Gm13758,0,0,0,0,0,0,0,0,0,0,0,0
Gm13761,0,0,0,0,0,0,0,0,0,0,0,0
Gm13767,0,0,0,0,1.35005,0,0,0,0,0,0,0
Gm13768,0,0,0,0,0,0,0,0,0,0,0,0
Gm13770,0,0,0,0,0,0,0,0,0,0,0,0
Gm13771,1,1,0,1,0,1.00281,0,0,0,0,0,1.00147
Gm13772,0,0,3.68565,0,0,0,0,0,12.175,0,0,0
Gm13773,0,0,0,0,0,0,0,0,0,0,0,0
Gm13775,0,0,0,0,0,0,0,0,0,0,0,0
Gm13776,2,3,0,1,1,1,1,3,0,1,0,0
Gm13777,0,0,0,1.00009,0,0,1,0,0,1.00013,1.00009,0
Gm13778,1,1,3,2,0,4,1,0,0,0,6,1
Gm13780,0,0,1,0,0,0,0,1,0,1,0,0
Gm13781,0,0,0,0,0,0,0,0,0,0,0,0
Gm13782,0,0,0,0,0,0,0,0,0,0,0,0
Gm13783,0,1,5,1,4,1,2,0,0,3,0,2
Gm13784,1,0,0,0,0,0,1,3,0,1,1,0
Gm13785,1,0,2,1,3,3,0,2,1,3,0,4
Gm13786,0,0,0,1,0,0,0,0,0,0,1,0
Gm13787,0,0,1,0,1,0,0,0,0,1,0,0
Gm13788,0,0,0,0,0,0,0,0,0,0,0,0
Gm13790,1,2,4,0,1,0,0,1,3,0,0,1
Gm13791,0,0,0,0,0,0,0,0,0,0,0,0
Gm13792,0,0,0,0,0,0,0,0,0,0,0,0
Gm13793,0,0,0,0,0,0,0,0,0,0,0,0
Gm13794,0,0,0,0,0,0,0,0,0,0,0,0
Gm13797,0,0,0,0,0,0,0,0,0,0,0,0
Gm13798,0,0,0,0,0,0,0,0,0,0,0,0
Gm13799,0,0,0,0,0,0,0,0,0,0,0,0
Gm13801,0,0,0,0,0,0,0,0,0,0,0,0
Gm13802,0,0,0,0,0,0,0,0,0,0,0,0
Gm13803,0,0,0,0,0,0,0,0,0,0,0,0
Gm13804,0,0,0,0,1,0,0,0,0,0,0,0
Gm13806,0,0,0,0,0,0,0,0,0,0,0,0
Gm13807,10,11,22,12,12,14,17,10,4,7,12,8
Gm13808,0,0,0,0,0,0,0,0,0,0,0,0
Gm13809,0,0,0,0,0,0,0,0,0,0,0,0
Gm13810,0,0,0,0,2.00063,0,0.50003,0,0,0,0,0.50006
Gm13811,0,0,0,0,0,0,0,0,0,0,0,0
Gm13812,0,0,0,0,2.00063,0,0.50003,0,0,0,0,0.50006
Gm13813,0,0,0,0,0,0,0,0,0,0,0,0
Gm13814,0,2,0,0,0,0,0,0,0,0,0,0
Gm13815,0,0,0,0,0,1,0,0,0,0,0,1.00081
Gm13816,0,0,0,0,0,0,0,0,0,0,0,0
Gm13817,0,0,0,0,0,0,0,0,0,0,0,0
Gm13818,0,0,0,0,0,0,0,0,0,0,0,0
Gm13821,2,1,3,2,0,1,0,3,1,0,1,1
Gm13822,1,1,2,1,1,1,2,1,1,1,1,0
Gm13823,0,0,0,0,0,0,0,0,0,0,0,0
Gm13827,0,0,0,0,0,0,0,0,0,0,0,0
Gm13828,0,0,0,0,0,0,0,0,0,0,0,0
Gm13829,3,1,2,0,1,1,0,3,2,0,2,1
Gm13830,2,10,7,11,3,5,2,14,13.000587,7,9,5
Gm13831,0,0,0,0,0,0,0,0,0,0,1.0028,0
Gm13832,0,0,0,1,0,0,0,2,1,0,0,0
Gm13833,0,0,0,0,0,0,2,0,0,0,0,1
Gm13835,379.082,283.527,309.137,704.521,358.681,675.207,110.38,464.58,272.065,336.259,264.002,407.354
Gm13836,0,0,0,0,0,0,1,0,0,0,0,0
Gm13837,0,0,0,0,0,0,0,0,0,0,0,0
Gm13838,0,0,0,0,0,0,0,0,0,0,0,0
Gm13839,0,0,0,0,0,0,0,0,0,0,0,0
Gm13840,0,0,0,0,0,2,1,0,1,1,0,0
Gm13841,0.985623,0,1.32896,0,0.882508,0,0.937878,0,0,0,1.27445,0.260062
Gm13842,1,0,0,0,0,0,0,0,0,0,0,0
Gm13844,0,0,0,0,0,0,0,0,1,1,0,0
Gm13848,0,0,0,0,0,0,1,1,0,0,0,0
Gm13849,0,0,0,0,0,0,0,0,0,0,0,0
Gm13850,0,0,0,0,0,0,0,0,0,0,0,0
Gm13852,0,0,0,0,0,0,0,0,0,0,0,0
Gm13853,0,0,0,0,0,0,0,0,0,0,0,0
Gm13854,0,0,0,0,0,0,0,0,0,0,0,0
Gm13855,1,2.02797,2.01561,1.87048,1.00003,1,0,1.00791,1,4.88356,0,0
Gm13856,1.29198,0,0,2.1866,2.26337,0,2.46249,5.32258,2.65096,3.76825,1.10095,0
Gm13857,35.0146,9.0048,3.002385,7.00262,11.00853,19.01917,45.0287,14.00699,1,4.00274,23.03924,0
Gm13858,0,2,0,0,0,0,1,1,1,0,0,0
Gm13859,0,0,1,0,0,1,2,0,1,2,2,0
Gm13860,0,0,0,0,0,0,0,0,0,0,0,0
Gm13861,0,0,0,0,0,0,0,0,0,0,0,0
Gm13862,0,0,0,0,0,0,0,0,0,0,0,0
Gm13863,0,0,0,0,0,0,0,0,0,0,0,0
Gm13864,0,1.06515,0,1.71152,0,1.00883,0,0,1.14154,0,2.0204,3.06219
Gm13865,0,0,0,0,0,0,0,0,0,0,0,0
Gm13866,0,0,0,0,0,0,0,0,0,0,0,0
Gm13867,1,1,0,1,0,0,0,0,0,2,1,1
Gm13868,1,0,0,0,0,1,0,0,0,0,2,1
Gm13869,0,3.00647,3.00381,2.0038,0,1,1.00309,4.00503,1.00362,2.00768,0,0
Gm13870,0,0,0,0,0,0,0,0,0,0,0,0
Gm13871,0,0,0,0,0,0,3.3482e-06,0,0,0,0,2.05298e-07
Gm13872,0,0,0,0,0,0,0,0,0,0,0,0
Gm13873,0,0,0,0,0,0,0,0,0,0,0,0
Gm13874,0,0,0,0,0,0,0,0,0,0,0,0
Gm13875,0,0,0,0,0,0,0,0,0,0,1.00069,0
Gm13876,0,0,0,0,0,0,0,0,0,0,0,0
Gm13877,0,0,0,0,0,0,0,0,0,0,0,0
Gm13878,0,2,0,0,0,0,0,0,1,0,0,0
Gm13879,0,0,0,0,0,0,0,0,0,0,0,0
Gm13880,3,1,2,1.00637,1.00507,0,1,2.05199,0,3,1,0
Gm13881,0,0,0,0,1.00012,2.00012,0,0,2.0001,1,0,1.00003
Gm13882,0,0,0,0,4.46544,0,0,0,1.01545,1.01699,2.05025,1.08342
Gm13883,0,0,0,0,0,0,0,0,0,0,0,0
Gm13884,0,0,0,0,0,0,0,0,0,0,0,0
Gm13885,0,0,0,0,0,0,1,0,0,0,0,0
Gm13886,0,1,0,1,0,0,0,1,0,0,0,0
Gm13887,0,0,0,0,0,0,0,0,0,0,0,0
Gm13888,0,0,0,0,0,0,0,0,0,0,0,0
Gm13889,12,8,9.65402,3,8,6.32211,10,8,7,2.29479,7,4
Gm13890,0,0,0,0,0,0,0,1,0,0,0,0
Gm13898,1,0,0,0,0,0,0,0,0,0,0,0
Gm13899,0,0,0,0,0,0,0,0,0,1,0,0
Gm13900,0,0,0,0,0,0,0,0,0,0,0,0
Gm13901,0,0,0,0,0,0,0,0,0,0,0,0
Gm13902,0,1.00149,0,0,0,0,0,0,0,0,0,0
Gm13903,0,0,0,0,0,0,0,0,0,0,0,0
Gm13904,1.00055,1.00042,0,0,1.00206,1.00241,0,0,0,0,3.00521,0
Gm13905,0,0,0,0,0,0,0,0,0,0,0,0
Gm13912,0,0,0,0,0,0,0,0,0,0,0,0
Gm13913,0,0,0,0,0,0,0,0,0,0,0,0
Gm13914,0,0,0,0,0,0,0,0,0,0,0,0
Gm13915,0,0,0,0,0,0,0,0,0,0,0,0
Gm13916,0,0,0,0,0,0,0,0,0,0,0,0
Gm13919,4.82725,5.93474,2.09098,4.75583,2.37182,2.77507,6.73334,4.78842,5.47888,3.22849,6.95482,0
Gm13920,0,0,0,0,0,0,0,0,0,0,0,0
Gm13921,0,2.0088,0,2.01319,0.0191714,0,0,2.00933,0,0,1.00769,1.92801
Gm13922,0,0,0,0,0,0,0,0,2,0,0,0
Gm13923,0,0,0,0,0,0,0,0,0,0,0,0
Gm13924,0,0,0,0,0,0,0,0,0,0,0,0
Gm13925,0,0,0,0,0,0,0,0,0,0,0,0
Gm13928,5.00454,7.00568,2.00214,2,2,5,5,3.00285,1.00049,2,5,2
Gm13929,0,0,0,0,0,0,0,0,0,0,0,0
Gm13930,0,0,0,0,0,0,0,0,0,0,0,0
Gm13932,0,0,0,0,0,0,0,0,0,0,0,0
Gm13935,0,0,0,0,0,0,0,0,1.0004,0,0,0
Gm13936,13.5752,13.1941,10.3905,10.2375,8.05056,2.08321,8.39103,8.59905,8.95673,4.98088,4.60933,5.22193
Gm13937,0,0,1,0,0,1.00011,0,0,0,0,0,0
Gm13938,0,0,0,0,0,0,0,0,0,0,0,0
Gm13940,0,0,0,0,0,0,0,0,0,0,0,1
Gm13943,0,0,0,0,0,0,0,0,0,0,0,0
Gm13944,0,0,0,0,0,0,0,0,0,0,0,0
Gm13954,1,0,0,0,0,0,1,0,0,0,0,0
Gm13961,0,0,0,0,0,0,0,0,0,0,0,0
Gm13962,1.12437,1,2,0,0,2,3,0,0,0,1,1
Gm13963,4,6,5,1,2,1,0,3,3,4,3,6
Gm13964,0,1,1,0,0,0,0,0,0,0,0,0
Gm13966,8.1668,9.94591,5.69757,3.05228,13.3542,4.85846,3.85282,9.85339,6.09205,6.49267,7.44672,9.90816
Gm13967,0,0,1,0,0,0,0,1,0,0,0,0
Gm13972,4.35934,15.8355,13.216,21.3776,11.5199,8.25274,10.1994,14.6892,13.2731,21.3576,5.29805,10.5276
Gm13973,0,0,0,0,0,0,0,0,0,0,0,0
Gm13974,0,0,0,0,0,1,1,1,0,0,0,0
Gm13975,0,0,0,0,0,0,0,0,0,0,0,0
Gm13976,0,0,0,0,0,0,0,0,0,0,0,0
Gm13977,10.322,9.87009,13.4346,5.23187,8.00003,3.01654,1.07395,10.5629,5.00032,7.00004,9.0982,7.00021
Gm13981,0,0,0,0,0,0,0,0,0,0,3.00307,0
Gm13982,0,0,1.00017,0,0,0,0,0,0,0,0,0
Gm13983,0,0,0,0,0,0,0,0,0,0,0,0
Gm13985,0,0,0,0,0,0,0,0,0,0,0,0
Gm13986,0,0,1,1,0,2,1,2,2,2,4.54721,1
Gm13988,0,6,3,0,4,0,3,3,2,0,5,1
Gm13990,0,0,0,0,0,0,0,0,0,1,0,0
Gm13991,1.20279,0,0,0,0,1.08685,0,0,0,1.105,0,0
Gm13992,0,0,0,0,0,0,0,0,0,0,0,0
Gm13994,0,0,0,0,0,0,0,0,0,0,0,0
Gm13996,0,0,0,0,0,0,0,0,0,0,0,0
Gm13997,0,0,0,0,0,0,0,0,0,0,0,0
Gm13998,0,0,0,0,0,0,0,0,0,0,0,0
Gm13999,0,0,0,0,0,0,0,0,0,0,0,0
Gm14000,2.0022,0,0,1,0,0,1,0,0,0,0,0
Gm14001,0,0,1,0,0,0,0,0,1,0,0,1
Gm14002,0,0,0,1,1,0,1,0,0,0,2,0
Gm14003,0,0,0,0,0,0,0,0,0,0,0,0
Gm14004,0,0,0,0,0,0,0,0,0,0,0,0
Gm14006,0,0,0,0,0,0,0,0,0,0,0,0
Gm14007,0,0,0,0,0,0,0,0,0,0,0,0
Gm14008,0,0,0,0,0,0,0,0,0,0,0,0
Gm14009,1,0,0,1,0,0,2,0,1,0,0,0
Gm1401,0,0,0,0,0,0,0,0,0,0,0,0
Gm14010,0,0,0,0,0,0,1,0,0,0,0,1
Gm14011,6,10,11,3,14,8,8,8,6,5,9,6
Gm14013,0,0,0,0,0,0,0,0,0,0,0,0
Gm14014,0,0,0,0,0,0,0,0,0,0,0,0
Gm14015,0,0,0,0,0,0,0,0,0,0,0,0
Gm14016,0,0,0,0,0,0,0,0,0,0,0,0
Gm14017,0,0,0,3.4891,0,0,0,5.63487,0,0,1.2062,0
Gm14018,3.32605,7.65809,1.43168,5.72021,16.5789,2.78565,4.49506,5.66959,2.70679,1.61884,0,2.5147
Gm14019,0,0,0,0,0,0,0,0,0,0,0,0
Gm14020,0,0,0,0,0,0,0,0,0,0,0,0
Gm14021,0,0,0,0,0,0,0,0,0,0,0,0
Gm14022,6.23751,4.87338,4.06522,3.05939,3.30438,2,4,7.12767,5,2,4,4
Gm14023,24.74916,23.5897,19.3817,22.6244,11.43287,19.2232,12.88887,10.85693,18.9692,21.2066,34.6021,9.17504
Gm14024,0,1.13608,1.06222,0,0,0,0,0,0,0,1.10156,0
Gm14026,4.19092,1.05556,2.09934,1.06392,1.05439,2.11082,0,2.11579,1.05601,3.16322,3.17238,0
Gm14027,11.8958,9.54989,10.1992,5.43291,5.97508,3.84878,16.6622,14.3877,3.62668,4.48287,14.1975,4
Gm14028,0,0,0,0,0,0,0,0,0,0,0,0
Gm14029,4,3,3,1,6,2,1,3,7,3,0,2
Gm14032,0,0,0,0,0,0,0,0,0,0,0,0
Gm14033,1,1,2,0,1,2,0,0,0,1,1,0
Gm14034,0,0,0,0,0,0,0,0,0,0,0,0
Gm14035,0,0,0,0,0,0,0,0,0,0,0,0
Gm14036,2.45757,0,0,4.96489,2.14442,1.73062,1.78734,0,0,3.01456,1.60858,2.08747
Gm14037,0,0,0,0,0,0,0,0,0,0,0,0
Gm14038,0,0,0,0,0,0,0,0,0,0,0,1.28146
Gm14039,0,0,0,0,0,0,0,0,0,0,0,0
Gm14040,0,0,0,1,0,1,0,1,0,0,1,0
Gm14041,0,0,0,0,0,0,0,0,0,0,0,0
Gm14042,0,2,1,0,1,0,0,0,0,1,1,0
Gm14044,0,0,1.01088,1.01322,0,0,1.01607,0,1.01501,0,0,1.01924
Gm14046,0,0,0,0,3.00323,2.15715,0,0,0,0,1.4903,1.0392
Gm14048,0,0,0,0,0,0.585856,0,0,0,0,0,0
Gm14049,1.01159,2.68806,1.00826,9.10997,1.01332,2.0274,3.05039,2.70169,3.03591,3.02697,6.11514,2.042
Gm14050,0,0,0,0,0,0,0,0,0,0,0,0
Gm14051,1,0,1,1,1,1,0,0,0,0,1,0
Gm14052,3,1,2.00195,0,1.00044,0,0,0,0,3.00093,1.00074,2.00193
Gm14053,0,0,1,0,0,0,0,0,0,0,0,0
Gm14054,0,0,0,0,0,0,0,0,0,0,0,0
Gm14055,0,0,0,0,0,0,0,0,0,0,0,0
Gm14056,0,0,0,0,0,0,0,0,0,0,0,0
Gm14057,11,17.6477,6,15.3879,16.3245,16,14.8321,10.6127,12.752,16,3,16
Gm14058,0,0,0,0,0,0,0,0,0,0,0,0
Gm14061,0,0,0,0,0,0,0,0,0,0,0,0
Gm14062,0,0,3.27866,0,0,0,1,0,0,0,0,0
Gm14064,0,0,0,0,0,0,0,0,0,0,0,0
Gm14065,0,0,0,0,0,0,0,0,0,0,0,0
Gm14066,0,0,1,0,0,1,0,1.27732,0,0,0,0
Gm14067,0,0,0,0,0,0,0,0,0,0,0,0
Gm14069,0,0,0,0,0,0,0,0,0,0,0,0
Gm14070,0,0,0,0,0,0,0,0,0,0,0,0
Gm14071,0,0,0,0,0,0,0,0,0,0,0,0
Gm14073,0,0,0,0,0,0,0,0,0,0,0,0
Gm14082,0,0,0,0,0,0,0,0,0,0,0,0
Gm14083,0,0,0,0,0,0,0,0,0,0,0,0
Gm14086,0,0,0,1,0,0,0,1,0,0,0,0
Gm14089,0,0,0,0,0,0,0,0,0,0,0,0
Gm14091,16.1529,21,12.0369,12.0768,11.1843,5.04439,17.2052,15.117,9,8.04565,15.0346,6.02701
Gm14092,0,0,0,0,0,0,0,0,0,0,0,0
Gm14093,0,0,0,0,0,0,0,0,0,0,0,0
Gm14094,0,0,0,1,0,0,0,0,0,0,0,0
Gm14095,0,0,0,0,0,0,0,0,0,0,0,0
Gm14097,11,14,5,6,22,20,21,5,14,6,11,10
Gm14098,0,0,0,0,0,0,0,0,0,0,0,0
Gm14099,0,0,0,0,0,0,0,0,0,0,0,0
Gm14100,2,0,0,0,0,0,0,0,0,0,0,0
Gm14101,1,0,2,0,0,0,1,0,0,0,1,0
Gm14102,5,11,6,10,6,3,8,4,13,3,10,3
Gm14103,0,0,0,0,0,0,0,0,0,0,0,1
Gm14104,0,0,0,0,0,0,1,0,0,0,0,0
Gm14106,0,0,0,0,0,0,0,0,0,0,0,0
Gm14107,0,0,0,0,0,0,0,0,0,0,0,0
Gm14108,0,0,0,0,0,0,0,0,0,1,0,0
Gm14109,0,0,0,0,0,0,0,0,0,0,0,0
Gm14110,1,0,1,0,1,0,0,0,0,1,0,0
