,logFC,AveExpr,t,P.Value,adj.P.Val,B
Fam111a,0.442904445,3.847751287,3.485005816,0.00443282,0.047228132,-2.284733174
Slc12a7,-0.438744807,7.292494852,-3.484936087,0.004433393,0.047228132,-2.284861175
Picalm,-0.281596023,7.996238947,-3.484293476,0.004438677,0.047249372,-2.286040818
Itga3,-0.476104605,7.367418593,-3.482297858,0.004455128,0.047355564,-2.28970422
Thnsl2,-0.43977175,3.883358067,-3.482283267,0.004455248,0.047355564,-2.289731005
Ddx51,0.39239163,3.769542507,3.481429906,0.004462302,0.047383041,-2.291297555
Exo1,0.404373584,3.608851087,3.48117241,0.004464433,0.047383041,-2.291770253
Samd8,-0.390548259,5.653234327,-3.480526581,0.004469781,0.04740477,-2.292955837
Erbb2,-0.283838907,6.813715353,-3.479396123,0.004479159,0.047469167,-2.295031095
Tbc1d23,-0.367794658,5.251179654,-3.478378328,0.004487619,0.047480701,-2.296899545
Tdrd12,-0.526142547,0.539393084,-3.478300732,0.004488265,0.047480701,-2.297041995
Gm48990,2.722790485,-1.289047811,3.47801375,0.004490653,0.047480701,-2.297568834
Trmt6,0.367500774,4.451086048,3.477675209,0.004493473,0.047480701,-2.298190326
Kctd14,-0.476850847,4.591574495,-3.477098818,0.004498278,0.04749652,-2.299248465
Fam110b,0.647867568,1.078176893,3.475537529,0.004511319,0.047561087,-2.302114703
Pde6a,-0.811287495,-0.551380195,-3.475326218,0.004513086,0.047561087,-2.302502633
Frg2f1,-0.435655271,1.203205889,-3.475177785,0.004514329,0.047561087,-2.30277513
Ctu2,0.341409991,3.478816628,3.474440587,0.004520504,0.047591228,-2.304128505
Trappc9,-0.248062863,5.116249695,-3.472951181,0.004533006,0.047687887,-2.306862828
Tmem53,0.83658935,1.968152978,3.472322208,0.004538296,0.047708589,-2.308017534
Chka,-0.39770928,6.222839742,-3.471783379,0.004542833,0.047721348,-2.309006753
Ctu1,0.317120963,3.120047738,3.470699818,0.004551971,0.047782382,-2.310996039
Dmxl2,-0.413919697,1.202385035,-3.467911324,0.004575572,0.047995042,-2.316115436
Ubp1,-0.240090751,6.603666704,-3.464273758,0.004606547,0.048266191,-2.322793776
Gemin6,0.419883577,2.573124692,3.463786138,0.004610715,0.048266191,-2.323689027
Nkapd1,0.274605462,4.520041984,3.463693754,0.004611505,0.048266191,-2.323858641
Pno1,0.272362788,4.899360953,3.459570642,0.004646911,0.048568413,-2.331428612
Med22,0.283450941,4.553594352,3.459515663,0.004647385,0.048568413,-2.331529555
Nfe2l1,0.219101165,6.19754534,3.45901323,0.004651719,0.048568413,-2.332452026
Cdc45,0.36282179,3.913154299,3.458759436,0.004653909,0.048568413,-2.332917995
Dipk1b,0.960306407,0.167514703,3.457724716,0.004662851,0.048616506,-2.334817761
Tbx3,0.7107683,6.817147833,3.457443061,0.004665289,0.048616506,-2.335334886
Rbm15b,0.316286866,5.605718927,3.456809209,0.004670778,0.048638414,-2.336498657
Coro1c,0.36790821,7.287659494,3.455239023,0.004684405,0.048732302,-2.339381584
Ccdc125,0.431283025,2.6980949,3.454988637,0.004686581,0.048732302,-2.339841304
Ttyh2,0.459584364,6.714318637,3.453781854,0.004697087,0.048783951,-2.342057027
Nradd,0.474139676,0.075039117,3.45363774,0.004698343,0.048783951,-2.342321629
Vmn2r97,0.397094376,3.474149463,3.453184861,0.004702293,0.048789683,-2.343153143
Hemgn,-0.377064464,1.686319546,-3.450336329,0.004727213,0.049012835,-2.348383277
Tuba1b,0.395992406,8.44543595,3.44934459,0.00473592,0.049036897,-2.350204206
Tspan5,-1.142593851,3.21762883,-3.44929421,0.004736363,0.049036897,-2.350296709
Sms,0.319782513,4.475493708,3.448447173,0.004743814,0.049078652,-2.351851958
Abcg8,-0.668484727,7.172091315,-3.447537914,0.004751825,0.049126142,-2.35352146
Tpgs2,0.370270015,2.271161305,3.44696596,0.004756872,0.049142933,-2.354571634
Gm9515,-0.553508778,1.287875206,-3.445985097,0.004765539,0.049197078,-2.356372622
Gimd1,-0.802988042,5.406777182,-3.445181303,0.004772653,0.049235127,-2.357848493
Elfn1,2.767996155,-2.841850712,3.443420348,0.004788277,0.049360843,-2.361081857
E2f6,0.247665736,4.160172188,3.441916227,0.004801663,0.049463329,-2.363843654
Fam110a,0.324235229,3.237350598,3.439474151,0.004823478,0.04965243,-2.368327716
Phf20,0.365890718,3.810340835,3.438264113,0.004834324,0.049728434,-2.370549566
2310022A10Rik,0.341416223,3.537906237,3.435754095,0.004856902,0.049924921,-2.375158444
Ran,0.328825382,7.461664009,3.43281042,0.004883517,0.050156626,-2.38056365
Sema3c,-1.094600122,2.0140587,-3.432348302,0.004887709,0.050156626,-2.3814122
Set,0.378078293,7.569018185,3.431964297,0.004891195,0.050156626,-2.38211732
Spata6l,-0.58539988,1.160887986,-3.43171995,0.004893415,0.050156626,-2.382565995
Cherp,0.240323294,6.169932771,3.431213255,0.00489802,0.050168025,-2.383496402
Gpr182,-0.901697141,-0.014257316,-3.430490612,0.004904596,0.050199576,-2.384823341
Ctsf,-0.705095467,0.751685335,-3.430005846,0.004909013,0.050208992,-2.385713485
Krt15,-1.387923429,-1.092363193,-3.428934434,0.004918788,0.050273168,-2.387680852
Slc26a10,-0.406648751,2.92419388,-3.428113629,0.004926291,0.050283908,-2.389188048
Crls1,0.276806364,5.289266812,3.428053306,0.004926843,0.050283908,-2.389298818
Junb,0.534370241,6.046382082,3.427521607,0.004931709,0.050292098,-2.390275147
Mycn,-1.182888077,2.154306282,-3.427200619,0.004934649,0.050292098,-2.39086456
Zcchc17,0.360203248,4.183490266,3.425181132,0.004953189,0.050445248,-2.394572853
Mrps2,0.371188511,5.916585738,3.424631793,0.004958245,0.050460946,-2.39558158
Abhd2,-0.66704238,9.059456601,-3.421380351,0.004988274,0.050675369,-2.401552101
Nudcd2,0.362253823,4.871000783,3.421303341,0.004988988,0.050675369,-2.401693512
Spryd4,0.395550239,3.990127169,3.421204851,0.004989901,0.050675369,-2.401874366
Vmn1r81,-0.827888331,0.143533815,-3.420100656,0.005000144,0.050696555,-2.403901977
AI467606,0.483383921,0.611487371,3.420027804,0.005000821,0.050696555,-2.404035752
Acox2,-1.184597531,2.150704737,-3.419236438,0.005008176,0.050696555,-2.405488923
Gm43622,-0.707370953,0.621269927,-3.419115888,0.005009298,0.050696555,-2.405710287
Ubac1,-0.255274907,5.22371764,-3.419079223,0.005009639,0.050696555,-2.405777614
Acad12,-0.438220436,3.138395481,-3.41860387,0.005014064,0.0507056,-2.406650497
Tada1,0.188032606,4.071286846,3.416500792,0.005033688,0.050844415,-2.410512357
Gm57404,0.356340487,2.34270272,3.416374185,0.005034872,0.050844415,-2.410744844
Gins1,0.350123745,2.371223217,3.414141434,0.005055796,0.051005485,-2.414844836
Aldh3a2,-0.342854373,7.074014932,-3.413835406,0.005058671,0.051005485,-2.415406795
Naa25,0.408235918,4.968511432,3.413536856,0.005061477,0.051005485,-2.415955023
Pheta1,-0.53172765,5.900487423,-3.412047624,0.005075499,0.051110916,-2.418689704
Cep43,0.351546968,3.998194602,3.410639163,0.005088796,0.051208912,-2.421276069
Prpf19,0.270821227,6.395778644,3.409032719,0.005104006,0.051303177,-2.424225998
Gm37741,-0.615337629,1.306273199,-3.408330077,0.005110673,0.051303177,-2.425516268
Lrrc49,0.537465708,1.881106001,3.408300941,0.00511095,0.051303177,-2.425569771
Nfkbiz,0.452776067,6.490527179,3.408142509,0.005112455,0.051303177,-2.425860701
Cebpd,1.240116752,4.191055379,3.407451963,0.005119018,0.051333167,-2.427128761
Hoxb2,1.365336395,-0.808810659,3.40650766,0.005128007,0.051387421,-2.428862798
Snrpd3,0.31191218,5.569327616,3.405593654,0.005136722,0.051415094,-2.430541201
Esrp2,0.404877202,5.63629658,3.405467238,0.005137929,0.051415094,-2.430773341
Dqx1,-0.369585691,5.732826506,-3.404154115,0.00515048,0.051504799,-2.433184652
Gcsh,0.294482248,5.108146158,3.401657002,0.005174433,0.051661886,-2.43777015
Clcn3,-0.302329563,6.804184389,-3.401238019,0.005178463,0.051661886,-2.438539537
Pax8,-1.019629788,2.280904912,-3.400917701,0.005181547,0.051661886,-2.439127744
Ppp2r2a,0.246062557,5.715412798,3.400722665,0.005183425,0.051661886,-2.439485893
C030015A19Rik,-0.521997139,0.760064245,-3.400529252,0.005185288,0.051661886,-2.439841061
Tars,0.323703206,6.631560934,3.400271303,0.005187774,0.051661886,-2.440314738
Fas,-0.569479955,3.047470998,-3.399338551,0.005196774,0.051715646,-2.442027573
Clpp,0.265689671,4.858222272,3.398542099,0.005204471,0.051756377,-2.443490114
Atp11a,0.630114153,2.940618176,3.397809297,0.005211564,0.051756784,-2.444835776
Gmfb,0.234075056,6.680175469,3.397793082,0.005211721,0.051756784,-2.44486555
Ccne2,0.556387198,3.660486028,3.397064204,0.005218785,0.051756821,-2.446204005
Cacna2d1,-0.373676969,1.278011687,-3.397048956,0.005218933,0.051756821,-2.446232007
Tox,-0.532716751,4.358001635,-3.394786341,0.005240925,0.051939046,-2.450386895
Pum3,0.338525169,5.207388067,3.393723503,0.005251287,0.052000968,-2.452338608
Slc16a9,-1.227894276,4.098530379,-3.393403114,0.005254415,0.052000968,-2.452926945
Tecr,0.213249254,7.089956378,3.39129061,0.005275087,0.052169591,-2.456806179
Ahctf1,0.452568622,6.040394615,3.390691082,0.005280968,0.052178011,-2.457907103
Lsg1,0.321389914,4.464627138,3.390016804,0.005287591,0.052178011,-2.459145292
Setd6,0.281736974,3.59330871,3.389834542,0.005289383,0.052178011,-2.459479983
Upf1,0.297874598,6.568786023,3.389723731,0.005290472,0.052178011,-2.459683467
Gpbp1,0.301718269,6.39979772,3.38798704,0.005307579,0.052310795,-2.462872581
Ube2v2,0.292888855,4.561458509,3.387465991,0.005312722,0.052325572,-2.46382939
Flnb,-0.250666632,7.781630323,-3.38702341,0.005317094,0.052332745,-2.464642107
Imp4,0.315058578,5.441961734,3.386249842,0.005324746,0.052372158,-2.46606262
Bche,-0.387688302,8.062361635,-3.385229294,0.005334857,0.052435696,-2.467936664
Pus1,0.314959747,5.04094068,3.384704774,0.005340062,0.052450949,-2.468899844
Gm44231,-0.620642512,1.878748718,-3.384152762,0.005345545,0.052468913,-2.469913508
Gm28539,4.346221122,-3.616628943,3.383567039,0.005351368,0.052477218,-2.470989076
Gpr146,-0.542450619,0.82715675,-3.383332782,0.005353699,0.052477218,-2.471419244
Tmem143,-0.331786902,4.590735605,-3.381599951,0.005370974,0.052610636,-2.474601247
Ccnb1,0.375743478,5.625008542,3.380655287,0.005380416,0.052667191,-2.476335933
Arhgap27os2,-0.553444304,3.653552524,-3.379897201,0.005388004,0.052705548,-2.477728004
Slc3a1,-0.701243584,6.298780462,-3.379175566,0.005395238,0.052740384,-2.47905314
Peak1,-0.419432529,5.666692708,-3.377724961,0.00540981,0.052846848,-2.481716873
Ints15,0.337912763,4.560613742,3.376444939,0.005422701,0.052905832,-2.484067361
Ccnh,0.251118106,4.294119034,3.376393794,0.005423216,0.052905832,-2.484161279
Gmip,-0.503528494,4.049536923,-3.375499292,0.005432244,0.052957925,-2.485803838
Zer1,-0.236515488,4.197139391,-3.374485312,0.005442496,0.053021873,-2.487665788
Slc25a34,-0.646856323,3.175505219,-3.373595275,0.005451511,0.053073692,-2.489300142
Shq1,0.341463038,2.537068482,3.371839995,0.005469334,0.053211136,-2.492523312
Cfap157,0.579895953,-0.105156789,3.369575756,0.005492412,0.053399487,-2.496681048
Gins3,0.461964049,2.078067333,3.36842684,0.005504161,0.053453242,-2.49879075
Gmnn,0.344639859,4.35154266,3.368298692,0.005505473,0.053453242,-2.499026061
Wdr36,0.278809621,5.246604799,3.367943698,0.005509108,0.053453242,-2.49967792
Hopxos,0.771718468,0.641883085,3.366057775,0.005528466,0.053604839,-2.503140935
Zfp324,0.568877688,2.752315278,3.363306224,0.005556831,0.053824636,-2.508193419
Morc2a,0.420366193,5.126467755,3.362776449,0.00556231,0.053824636,-2.509166204
Fbxo31,0.309075808,3.803586199,3.362769765,0.005562379,0.053824636,-2.509178477
Paqr8,-0.776182343,0.460237429,-3.361922531,0.005571151,0.053840673,-2.510734184
Arfgef1,0.347422005,7.751580144,3.361585613,0.005574644,0.053840673,-2.511352837
Apob,-0.868564272,10.41576731,-3.361121632,0.005579457,0.053840673,-2.512204805
Ms4a12,0.405691955,5.283551349,3.360973262,0.005580997,0.053840673,-2.512477244
Fgf11,0.580982212,2.055436018,3.360801283,0.005582783,0.053840673,-2.512793033
Cog8,0.32299915,5.383857939,3.360149644,0.005589554,0.053869796,-2.513989577
G930009F23Rik,-0.640752889,0.036850594,-3.35944968,0.005596837,0.053876347,-2.515274854
Snupn,0.354653448,1.544148799,3.359363163,0.005597737,0.053876347,-2.515433715
Nphp3,0.457000726,2.840529178,3.357592155,0.005616209,0.054017928,-2.518685629
Taf4b,0.507311971,2.839036192,3.356690797,0.005625634,0.054072363,-2.52034069
Ccdc15,0.748377413,0.570393727,3.3555751,0.005637323,0.054148466,-2.522389308
Sowaha,-0.428268523,4.7455118,-3.35469499,0.005646561,0.054200942,-2.524005341
Gm20544,0.382582286,1.120337871,3.353106759,0.00566327,0.054325017,-2.526921589
Yrdc,0.313006527,4.28393041,3.352364028,0.005671101,0.054363822,-2.528285357
Slc35g2,0.323690515,1.484094501,3.351425203,0.005681015,0.054420845,-2.530009178
Rras,-0.588777021,2.624375804,-3.351083423,0.005684629,0.054420845,-2.530636734
Chrm1,0.43953348,1.674578332,3.350192837,0.005694056,0.054474778,-2.532271972
Ssbp1,0.257574023,4.474950701,3.349826277,0.005697941,0.054475651,-2.532945025
Fbxo46,0.272034902,3.826393797,3.348809537,0.00570873,0.054540783,-2.534811887
Nectin1,-0.394306989,5.290636047,-3.348468893,0.005712349,0.054540783,-2.535437351
Slc25a36,-0.392249243,6.404526251,-3.347881836,0.005718593,0.054558114,-2.536515256
Abcg5,-0.54910784,7.537337058,-3.347583945,0.005721763,0.054558114,-2.537062217
Gm45698,-0.522380092,-0.431794024,-3.346837044,0.005729721,0.054591298,-2.538433609
Nat10,0.421010113,5.075884189,3.34654392,0.005732847,0.054591298,-2.538971815
Ipp,-0.338345424,2.745384724,-3.345224619,0.005746938,0.054633567,-2.541394178
Gm4065,-0.552174598,-0.287738375,-3.345147659,0.005747761,0.054633567,-2.541535485
Gm48139,0.39558886,0.753257245,3.34490948,0.005750309,0.054633567,-2.541972802
Ugt2b36,-1.020662884,2.184762479,-3.344704377,0.005752504,0.054633567,-2.542349389
Smarcd2,0.221748909,6.932907856,3.343539967,0.005764982,0.054696824,-2.544487341
Itgb5,-0.693587502,3.958314923,-3.343372164,0.005766782,0.054696824,-2.544795439
Cct8,0.254121345,7.239654232,3.342327587,0.005778003,0.054767076,-2.546713356
Lypla1,-0.345597839,8.042092909,-3.341560787,0.005786254,0.054809105,-2.548121248
Notch3,-0.819913155,-0.001031854,-3.340538523,0.005797272,0.054877275,-2.549998178
Gucy2c,-0.423905116,8.27364554,-3.339742137,0.00580587,0.054922464,-2.551460377
Cast,-0.312504739,6.625148051,-3.338032343,0.005824374,0.055061236,-2.554599613
Phlpp2,-0.802101329,5.313958809,-3.336942358,0.005836202,0.055124835,-2.556600843
Dennd3,-0.490186587,4.180945588,-3.336705096,0.00583878,0.055124835,-2.557036458
Creld2,0.410454973,4.785722501,3.335818156,0.005848426,0.055179629,-2.558664885
Noct,-0.547911952,6.475197537,-3.335310357,0.005853956,0.05519554,-2.559597202
G6pc3,0.264887832,5.302380509,3.334518893,0.005862586,0.055240637,-2.561050321
Hsd17b13,-0.611700973,5.566215495,-3.331861485,0.005891655,0.055478145,-2.565929245
Phf11c,-0.278415478,1.417528779,-3.329429091,0.005918391,0.055693383,-2.570394982
Marchf7,-0.354758749,6.390848196,-3.328098429,0.00593307,0.055732573,-2.572837971
Rpp30,0.283763312,3.242566903,3.327760435,0.005936804,0.055732573,-2.573458498
Rfc5,0.264023958,5.093149239,3.327582584,0.00593877,0.055732573,-2.573785015
Mfsd14a,0.238837047,5.709305075,3.327430779,0.005940448,0.055732573,-2.574063715
Eepd1,0.709858884,4.620641133,3.32706075,0.005944541,0.055732573,-2.574743052
Gm11437,-0.609306953,3.375587006,-3.326943169,0.005945843,0.055732573,-2.57495892
Arhgef5,-0.342231876,6.795302734,-3.325870719,0.005957725,0.055807524,-2.576927823
Bub3,0.263190285,5.947875792,3.324205172,0.005976227,0.055944339,-2.579985559
Gm45540,-1.302610467,0.191494965,-3.322633926,0.005993734,0.056056512,-2.582870139
Mrpl41,0.336332563,4.47293518,3.32242938,0.005996017,0.056056512,-2.583245654
Chkb,-0.432158418,5.598218196,-3.321755505,0.006003544,0.056090367,-2.584482778
Nfat5,-0.391338374,6.033040122,-3.321189637,0.006009872,0.056102727,-2.585521616
Pigb,0.339180656,4.228510662,3.320467957,0.006017953,0.056102727,-2.586846492
Tle2,1.196868664,0.52586286,3.320390883,0.006018817,0.056102727,-2.586987985
Ttll12,0.354271778,4.542603957,3.32024116,0.006020495,0.056102727,-2.58726285
Six5,0.667165894,0.690605871,3.317587255,0.006050317,0.05632859,-2.592134878
Zmat4,-1.374074712,0.692007437,-3.317386635,0.006052578,0.05632859,-2.59250317
Abcd4,-0.312581089,3.845324861,-3.316185906,0.006066125,0.056418102,-2.594707428
Sephs2,-0.390588448,7.540188751,-3.315499364,0.006073884,0.056453706,-2.595967751
Sox4,0.630624773,5.619648137,3.314855381,0.006081172,0.056484882,-2.597149938
Slc38a9,-0.342546838,3.369110747,-3.314076513,0.006089998,0.056530296,-2.598579733
Dhx30,0.23747741,5.030222952,3.312074739,0.006112741,0.05668887,-2.602254416
Gps1,0.327061699,5.559465458,3.311878389,0.006114976,0.05668887,-2.602614856
Zfp777,0.25843844,4.431112271,3.311380401,0.00612065,0.056704856,-2.603529007
Arhgef4,-0.907968637,0.174586438,-3.310726936,0.006128102,0.056737297,-2.604728563
Mindy4,0.751132451,-0.937597504,3.309085978,0.006146857,0.056874274,-2.607740814
Hmga1,0.309505041,8.26246196,3.308586492,0.006152578,0.056890546,-2.608657696
Gpr157,-0.564225165,3.207627525,-3.307332466,0.006166963,0.056944504,-2.610959633
Gm10778,0.287336056,2.279236304,3.307177608,0.006168742,0.056944504,-2.611243894
Atp8b1,-0.279526277,7.529331158,-3.307041168,0.00617031,0.056944504,-2.611494347
Urb2,0.454065244,4.440843842,3.305001769,0.00619379,0.057109551,-2.61523788
Mycl,0.59033928,4.618875239,3.30479743,0.006196148,0.057109551,-2.615612961
Aoc2,-0.68868278,3.24757132,-3.303666096,0.006209217,0.057169986,-2.617689613
Wdr54,-0.613658046,2.186529982,-3.303540741,0.006210667,0.057169986,-2.617919711
Polr3e,0.245618341,5.16240714,3.302071098,0.00622769,0.057289963,-2.62061732
Pwwp3a,0.304361905,4.341547533,3.301009947,0.006240011,0.057366556,-2.622565099
Capzb,0.247746499,7.557560534,3.300579798,0.006245013,0.057375804,-2.623354646
Crebl2,-0.448268346,3.473727129,-3.299879322,0.006253166,0.057377609,-2.624640378
Rpl37rt,0.31398847,4.983291932,3.299876354,0.0062532,0.057377609,-2.624645826
Pla2g7,0.950599195,0.647868057,3.298396756,0.006270458,0.057446252,-2.627361616
Sorbs1,-0.557546262,2.889008468,-3.298340076,0.00627112,0.057446252,-2.627465653
Sowahd,-1.975148961,-2.03730188,-3.298206306,0.006272683,0.057446252,-2.627711184
Dhx33,0.398311577,4.975862177,3.297837303,0.006276996,0.057449112,-2.62838848
Usp40,0.257814513,5.083623498,3.297059177,0.0062861,0.057495796,-2.629816702
Pla2g5,2.018639921,2.194770318,3.296398725,0.006293838,0.057501939,-2.631028928
E2f4,0.299788445,6.200860916,3.29610362,0.006297299,0.057501939,-2.631570576
Pla2g12b,-0.689851827,4.876321126,-3.295976991,0.006298785,0.057501939,-2.631802997
Usp21,0.238507891,4.547370467,3.295494813,0.006304445,0.057517044,-2.632688003
Ak6,0.323248063,5.872417071,3.293951204,0.006322599,0.057635182,-2.635521166
Gm17132,-0.610993285,3.557271479,-3.293711656,0.006325421,0.057635182,-2.635960832
Polr2c,0.220130213,5.162959327,3.29306591,0.006333035,0.057638626,-2.63714603
Hcfc2,0.240653041,4.002673024,3.292998788,0.006333827,0.057638626,-2.637269224
Zfp609,0.45078095,5.566401568,3.291829938,0.006347633,0.057727685,-2.6394145
Sumo3,0.222532598,6.509318452,3.29123727,0.006354646,0.05775488,-2.640502258
Nup93,0.344508875,4.68028582,3.290104067,0.006368075,0.057840328,-2.642582074
Nup160,0.512915728,5.035285498,3.288665552,0.006385164,0.057939475,-2.645222204
Clic5,-0.606977735,7.852380544,-3.288506161,0.006387061,0.057939475,-2.645514734
Vps18,-0.26632576,4.601942323,-3.28759152,0.006397954,0.057983235,-2.647193369
Tpte,-0.693837242,-0.229140834,-3.287102885,0.006403781,0.057983235,-2.64809015
Gm37724,-0.544940738,2.774337621,-3.286896347,0.006406245,0.057983235,-2.648469203
Pfdn2,0.227169866,4.577502311,3.286746359,0.006408036,0.057983235,-2.648744471
Bag5,0.287637656,3.883094664,3.286234775,0.006414146,0.058001663,-2.649683361
Gm35340,0.627000082,0.229595129,3.285837986,0.00641889,0.058001663,-2.65041157
Cstf1,0.268181923,5.017928259,3.285562143,0.00642219,0.058001663,-2.65091781
Mcm3,0.39135855,5.383988837,3.285082523,0.006427931,0.058007733,-2.651798028
Tmpo,0.366413108,7.579589606,3.284380027,0.00643635,0.058007733,-2.653087267
Cdk4,0.303069372,7.176952627,3.284248411,0.006437929,0.058007733,-2.653328812
Wdr4,0.298049804,4.112934781,3.283911211,0.006441975,0.058007733,-2.653947646
